dp_id,dp_life_id,desc_count
rhc97091,rhc67531,2
rhc97092,rhc109794,4
rhc97093,rhc75512,2
rhc97094,rhc105593,10
rhc97095,rhc97095,1
rhc97096,rhc89648,2
rhc97097,rhc97097,1
rhc97098,rhc101815,6
rhc97099,rhc70987,3
rhc971,rhc971,1
rhc9710,rhc9710,1
rhc97100,rhc104976,4
rhc97101,rhc55560,3
rhc97102,rhc105597,5
rhc97103,rhc103082,3
rhc97104,rhc79857,2
rhc97105,rhc75061,4
rhc97106,rhc114197,3
rhc97107,rhc97107,1
rhc97108,rhc97108,1
rhc97109,rhc97109,1
rhc9711,rhc9711,1
rhc97110,rhc97110,1
rhc97111,rhc97111,1
rhc97112,obpdef2-33-19120611,2
rhc97113,rhc97113,1
rhc97114,rhc107292,2
rhc97115,rhc97115,1
rhc97116,rhc118722,2
rhc97117,rhc97117,1
rhc97118,rhc97118,1
rhc97119,rhc97119,1
rhc9712,rhc9712,1
rhc97120,rhc109059,4
rhc97121,rhc97121,1
rhc97122,rhc97122,1
rhc97123,rhc108838,2
rhc97124,rhc97124,1
rhc97125,rhc107100,3
rhc97126,rhc88224,2
rhc97127,rhc58837,3
rhc97128,rhc97128,1
rhc97129,rhc103805,7
rhc9713,rhc9713,1
rhc97130,rhc109635,4
rhc97131,rhc101083,3
rhc97132,rhc104854,2
rhc97133,rhc117668,3
rhc97134,obpdef1-556-18990724,2
rhc97135,rhc97135,1
rhc97136,rhc97136,1
rhc97137,rhc97137,1
rhc97138,obpdef1-269-18970308,1
rhc97139,rhc97139,1
rhc9714,rhc9714,1
rhc97140,rhc116611,3
rhc97141,rhc97141,1
rhc97142,rhc97142,1
rhc97143,rhc90761,2
rhc97144,rhc97144,1
rhc97145,rhc112672,3
rhc97146,rhc118748,4
rhc97147,rhc109193,5
rhc97148,rhc97148,1
rhc97149,rhc116202,3
rhc9715,rhc9715,1
rhc97150,rhc97150,1
rhc97151,rhc97151,1
rhc97152,rhc110359,4
rhc97153,rhc97153,1
rhc97154,rhc79705,3
rhc97155,rhc112213,3
rhc97156,rhc97156,1
rhc97157,rhc97157,1
rhc97158,rhc97158,1
rhc97159,rhc107251,5
rhc9716,rhc9716,1
rhc97160,rhc97160,1
rhc97161,obpdef2-51-19100111,1
rhc97162,rhc97162,1
rhc97163,rhc97163,1
rhc97164,rhc123916,2
rhc97165,obpdef4-30-19090420,1
rhc97166,rhc118547,2
rhc97167,rhc97167,1
rhc97168,rhc116809,4
rhc97169,rhc97169,1
rhc9717,rhc9717,1
rhc97170,rhc97170,1
rhc97171,rhc103939,8
rhc97172,rhc109495,5
rhc97173,rhc115827,4
rhc97174,rhc106015,3
rhc97175,rhc86127,3
rhc97176,rhc97176,1
rhc97177,rhc110748,4
rhc97178,rhc131358,2
rhc97179,rhc100130,8
rhc9718,rhc9718,1
rhc97180,rhc91242,2
rhc97181,rhc47041,2
rhc97182,rhc103509,5
rhc97183,rhc115485,4
rhc97184,rhc115621,3
rhc97185,rhc120754,4
rhc97186,rhc103311,9
rhc97187,rhc82347,3
rhc97188,rhc110462,3
rhc97189,rhc56847,2
rhc9719,rhc9719,1
rhc97190,rhc110430,3
rhc97191,rhc57269,2
rhc97192,rhc113554,4
rhc97193,rhc97193,1
rhc97194,rhc97194,1
rhc97195,rhc97195,1
rhc97196,rhc97196,1
rhc97197,rhc92471,2
rhc97198,rhc97198,1
rhc97199,rhc97199,1
rhc972,rhc972,1
rhc9720,rhc9720,1
rhc97200,rhc97200,1
rhc97201,rhc97201,1
rhc97202,rhc97202,1
rhc97203,rhc102332,4
rhc97204,rhc97204,1
rhc97205,rhc97205,1
rhc97206,rhc97206,1
rhc97207,rhc101398,2
rhc97208,rhc97208,1
rhc97209,rhc97209,1
rhc9721,rhc9721,1
rhc97210,rhc100443,2
rhc97211,rhc97211,1
rhc97212,rhc97212,1
rhc97213,rhc97213,1
rhc97214,rhc97214,1
rhc97215,rhc104165,3
rhc97216,rhc97216,1
rhc97217,rhc97217,1
rhc97218,rhc102088,4
rhc97219,rhc71965,4
rhc9722,rhc9722,1
rhc97220,rhc112261,4
rhc97221,rhc92961,2
rhc97222,rhc97222,1
rhc97223,rhc97223,1
rhc97224,rhc122548,5
rhc97225,obpdef1-810-19031019,3
rhc97226,rhc74634,2
rhc97227,rhc70952,3
rhc97228,rhc65113,4
rhc97229,rhc110058,6
rhc9723,rhc9723,1
rhc97230,rhc97230,1
rhc97231,rhc58930,3
rhc97232,rhc88076,2
rhc97233,rhc97233,1
rhc97234,rhc97234,1
rhc97235,rhc115680,2
rhc97236,rhc101379,2
rhc97237,rhc106459,8
rhc97238,rhc104742,9
rhc97239,rhc75756,3
rhc9724,rhc9724,1
rhc97240,rhc97240,1
rhc97241,rhc119890,3
rhc97242,rhc92398,2
rhc97243,rhc97243,1
rhc97244,rhc123212,4
rhc97245,rhc97245,1
rhc97246,rhc97246,1
rhc97247,rhc66192,4
rhc97248,rhc102781,2
rhc97249,rhc104523,5
rhc9725,rhc9725,1
rhc97250,rhc97250,1
rhc97251,rhc97251,1
rhc97252,rhc113845,4
rhc97253,rhc97253,1
rhc97254,rhc107592,5
rhc97255,rhc97255,1
rhc97256,rhc97256,1
rhc97257,rhc97257,1
rhc97258,rhc97258,1
rhc97259,rhc102147,6
rhc9726,rhc9726,1
rhc97260,rhc122107,2
rhc97261,rhc57252,5
rhc97262,rhc97262,1
rhc97263,rhc111441,4
rhc97264,rhc97264,1
rhc97265,rhc97265,1
rhc97266,rhc97266,1
rhc97267,rhc97267,1
rhc97268,rhc115555,2
rhc97269,rhc97269,1
rhc9727,rhc9727,1
rhc97270,rhc97270,1
rhc97271,rhc112715,3
rhc97272,rhc97272,1
rhc97273,rhc97273,1
rhc97274,rhc97274,1
rhc97275,rhc97275,1
rhc97276,rhc97276,1
rhc97277,rhc97277,1
rhc97278,rhc105359,11
rhc97279,rhc121115,9
rhc9728,rhc9728,1
rhc97280,rhc48215,3
rhc97281,rhc49795,3
rhc97282,rhc104818,6
rhc97283,rhc104379,3
rhc97284,rhc102591,3
rhc97285,rhc116829,5
rhc97286,rhc97286,1
rhc97287,rhc113487,6
rhc97288,rhc109497,8
rhc97289,rhc101901,5
rhc9729,rhc20848,2
rhc97290,rhc86110,2
rhc97291,rhc86611,3
rhc97292,rhc101960,4
rhc97293,obpdef1-1-19070722,1
rhc97294,rhc97294,1
rhc97295,rhc97295,1
rhc97296,rhc116155,3
rhc97297,rhc101599,8
rhc97298,rhc108128,4
rhc97299,rhc124277,4
rhc973,rhc973,1
rhc9730,rhc9730,1
rhc97300,rhc97300,1
rhc97301,rhc90043,2
rhc97302,rhc91043,2
rhc97303,rhc103192,6
rhc97304,rhc100568,4
rhc97305,rhc102244,3
rhc97306,rhc64627,3
rhc97307,rhc107128,2
rhc97308,rhc110761,6
rhc97309,rhc101615,4
rhc9731,rhc9731,1
rhc97310,rhc54151,4
rhc97311,rhc97311,1
rhc97312,rhc97312,1
rhc97313,rhc97313,1
rhc97314,rhc97314,1
rhc97315,rhc101493,3
rhc97316,rhc97316,1
rhc97317,rhc97317,1
rhc97318,rhc97318,1
rhc97319,rhc105358,2
rhc9732,rhc9732,1
rhc97320,rhc97320,1
rhc97321,rhc97321,1
rhc97322,rhc97322,1
rhc97323,rhc97323,1
rhc97324,rhc97324,1
rhc97325,rhc97325,1
rhc97326,rhc97326,1
rhc97327,rhc102919,2
rhc97328,rhc100968,4
rhc97329,rhc97329,1
rhc9733,rhc9733,1
rhc97330,rhc101837,3
rhc97331,rhc102175,3
rhc97332,rhc97332,1
rhc97333,rhc97333,1
rhc97334,rhc103614,5
rhc97335,rhc87050,3
rhc97336,rhc97336,1
rhc97337,obpdef1-710-19050912,1
rhc97338,rhc119142,3
rhc97339,obpdef2-14-19071210,1
rhc9734,rhc9734,1
rhc97340,rhc97340,1
rhc97341,rhc97341,1
rhc97342,rhc83337,2
rhc97343,rhc70028,4
rhc97344,rhc70372,3
rhc97345,rhc97345,1
rhc97346,rhc97346,1
rhc97347,rhc97347,1
rhc97348,rhc97348,1
rhc97349,rhc63112,3
rhc9735,rhc9735,1
rhc97350,rhc61852,3
rhc97351,rhc104834,4
rhc97352,rhc97352,1
rhc97353,rhc97353,1
rhc97354,rhc119767,3
rhc97355,rhc105238,7
rhc97356,rhc118742,4
rhc97357,obpdef1-27-19100426,1
rhc97358,rhc103473,3
rhc97359,rhc101251,3
rhc9736,rhc9736,1
rhc97360,rhc97360,1
rhc97361,rhc97361,1
rhc97362,obpdef2-44-19100426,1
rhc97363,obpdef1-112-19090907,2
rhc97364,rhc110506,2
rhc97365,rhc97365,1
rhc97366,rhc103655,2
rhc97367,rhc97367,1
rhc97368,rhc97368,1
rhc97369,rhc117618,10
rhc9737,rhc9737,1
rhc97370,rhc58151,2
rhc97371,rhc107152,2
rhc97372,rhc61843,3
rhc97373,obpdef3-934-18691025,2
rhc97374,rhc71057,3
rhc97375,rhc71286,3
rhc97376,rhc103779,4
rhc97377,rhc117361,6
rhc97378,rhc126914,3
rhc97379,rhc80055,3
rhc9738,rhc9738,1
rhc97380,rhc83184,2
rhc97381,rhc84195,3
rhc97382,rhc85392,2
rhc97383,rhc97383,1
rhc97384,rhc86948,2
rhc97385,rhc97385,1
rhc97386,rhc97386,1
rhc97387,rhc92309,2
rhc97388,rhc97388,1
rhc97389,rhc109102,10
rhc9739,rhc9739,1
rhc97390,rhc75357,2
rhc97391,rhc79486,2
rhc97392,rhc112497,4
rhc97393,rhc107005,3
rhc97394,rhc97394,1
rhc97395,rhc97395,1
rhc97396,rhc97396,1
rhc97397,rhc111761,2
rhc97398,rhc97398,1
rhc97399,rhc97399,1
rhc974,rhc974,1
rhc9740,rhc9740,1
rhc97400,rhc97400,1
rhc97401,rhc97401,1
rhc97402,rhc97402,1
rhc97403,rhc102249,2
rhc97404,rhc110035,4
rhc97405,rhc97405,1
rhc97406,rhc115239,3
rhc97407,rhc108444,2
rhc97408,rhc97408,1
rhc97409,rhc110913,2
rhc9741,rhc9741,1
rhc97410,rhc97410,1
rhc97411,rhc106133,4
rhc97412,rhc97412,1
rhc97413,rhc97413,1
rhc97414,rhc97414,1
rhc97415,rhc97415,1
rhc97416,rhc109653,2
rhc97417,rhc109239,3
rhc97418,rhc95033,2
rhc97419,rhc97419,1
rhc9742,obpdef1-755-18810912,1
rhc97420,rhc97420,1
rhc97421,rhc108323,2
rhc97422,rhc97422,1
rhc97423,rhc101857,5
rhc97424,rhc112818,4
rhc97425,rhc97425,1
rhc97426,rhc97426,1
rhc97427,obpdef1-558-19030622,1
rhc97428,rhc97428,1
rhc97429,obpdef1-46-19061119,3
rhc9743,rhc9743,1
rhc97430,rhc108173,3
rhc97431,obpdef1-474-18830430,3
rhc97432,rhc114304,4
rhc97433,rhc120600,5
rhc97434,rhc107387,4
rhc97435,rhc108560,9
rhc97436,rhc68386,2
rhc97437,rhc105605,6
rhc97438,rhc124899,6
rhc97439,rhc129783,5
rhc9744,rhc9744,1
rhc97440,rhc84471,2
rhc97441,obpdef1-175-19050206,2
rhc97442,rhc97442,1
rhc97443,rhc116925,5
rhc97444,rhc43449,3
rhc97445,rhc104074,5
rhc97446,rhc97446,1
rhc97447,rhc97447,1
rhc97448,rhc48306,4
rhc97449,rhc59589,3
rhc9745,rhc9745,1
rhc97450,rhc107409,5
rhc97451,rhc107253,3
rhc97452,rhc86062,2
rhc97453,rhc97453,1
rhc97454,rhc89455,2
rhc97455,rhc106429,3
rhc97456,rhc118012,3
rhc97457,rhc97457,1
rhc97458,rhc97458,1
rhc97459,rhc97459,1
rhc9746,rhc9746,1
rhc97460,rhc109910,3
rhc97461,rhc97461,1
rhc97462,rhc102599,2
rhc97463,rhc97463,1
rhc97464,rhc104692,2
rhc97465,rhc97465,1
rhc97466,obpdef2-30-19090420,1
rhc97467,rhc112160,2
rhc97468,rhc97468,1
rhc97469,rhc55301,2
rhc9747,rhc9747,1
rhc97470,rhc116139,3
rhc97471,rhc55898,8
rhc97472,rhc97472,1
rhc97473,rhc119291,8
rhc97474,rhc67257,3
rhc97475,rhc101043,4
rhc97476,rhc110671,6
rhc97477,rhc103408,6
rhc97478,rhc97478,1
rhc97479,rhc97479,1
rhc9748,obpdef1-747-18810802,1
rhc97480,rhc109585,4
rhc97481,rhc60980,3
rhc97482,rhc97482,1
rhc97483,rhc111054,4
rhc97484,rhc97484,1
rhc97485,rhc97485,1
rhc97486,rhc97486,1
rhc97487,rhc97487,1
rhc97488,rhc100882,4
rhc97489,rhc103695,3
rhc9749,rhc9749,1
rhc97490,rhc97490,1
rhc97491,rhc97491,1
rhc97492,rhc97492,1
rhc97493,rhc97493,1
rhc97494,rhc97494,1
rhc97495,rhc97495,1
rhc97496,rhc97496,1
rhc97497,rhc97497,1
rhc97498,rhc83920,2
rhc97499,obpdef1-576-19030622,1
rhc975,obpdef1-265-18760626,1
rhc9750,rhc9750,1
rhc97500,obpdef1-25-19031019,1
rhc97501,obpdef1-12-19070422,1
rhc97502,rhc109089,3
rhc97503,rhc97503,1
rhc97504,rhc97504,1
rhc97505,rhc108399,4
rhc97506,rhc108390,2
rhc97507,rhc85309,2
rhc97508,rhc104817,10
rhc97509,rhc109881,5
rhc9751,rhc9751,1
rhc97510,rhc112724,2
rhc97511,rhc97511,1
rhc97512,rhc97512,1
rhc97513,rhc59144,3
rhc97514,rhc61173,3
rhc97515,rhc106758,3
rhc97516,rhc79098,2
rhc97517,rhc80704,3
rhc97518,rhc97518,1
rhc97519,rhc105986,4
rhc9752,rhc9752,1
rhc97520,obpdef1-25-19100718,1
rhc97521,rhc97521,1
rhc97522,rhc97522,1
rhc97523,obpdef1-2-19100426,1
rhc97524,rhc97524,1
rhc97525,rhc97525,1
rhc97526,rhc97526,1
rhc97527,rhc97527,1
rhc97528,rhc97528,1
rhc97529,rhc97529,1
rhc9753,rhc9753,1
rhc97530,rhc64481,2
rhc97531,rhc113594,4
rhc97532,rhc122385,6
rhc97533,rhc103300,5
rhc97534,rhc97534,1
rhc97535,rhc97535,1
rhc97536,rhc110685,4
rhc97537,rhc105667,4
rhc97538,rhc93163,2
rhc97539,rhc59857,4
rhc9754,obpdef1-799-18850914,1
rhc97540,rhc77900,2
rhc97541,rhc102719,5
rhc97542,rhc58326,2
rhc97543,rhc74821,2
rhc97544,rhc104990,4
rhc97545,rhc109658,5
rhc97546,rhc106774,6
rhc97547,rhc110573,2
rhc97548,rhc117645,2
rhc97549,rhc107512,2
rhc9755,rhc9755,1
rhc97550,rhc97550,1
rhc97551,rhc97551,1
rhc97552,rhc97552,1
rhc97553,rhc100434,3
rhc97554,rhc97554,1
rhc97555,rhc97555,1
rhc97556,rhc111495,2
rhc97557,rhc111895,2
rhc97558,rhc103029,2
rhc97559,rhc97559,1
rhc9756,rhc9756,1
rhc97560,rhc90268,2
rhc97561,rhc97561,1
rhc97562,obpdef1-1-19080908,3
rhc97563,rhc118676,4
rhc97564,rhc111252,3
rhc97565,rhc97565,1
rhc97566,rhc104335,4
rhc97567,rhc75574,2
rhc97568,rhc49901,2
rhc97569,rhc85095,2
rhc9757,rhc9757,1
rhc97570,rhc107385,4
rhc97571,rhc104106,6
rhc97572,rhc122236,2
rhc97573,rhc75416,2
rhc97574,rhc64926,3
rhc97575,rhc110386,4
rhc97576,rhc114694,2
rhc97577,rhc97577,1
rhc97578,rhc117891,6
rhc97579,rhc134633,4
rhc9758,rhc17384,3
rhc97580,rhc88513,2
rhc97581,rhc108479,5
rhc97582,rhc119688,7
rhc97583,rhc97583,1
rhc97584,rhc103347,6
rhc97585,rhc105323,3
rhc97586,rhc97586,1
rhc97587,rhc56251,4
rhc97588,rhc118988,3
rhc97589,rhc103255,6
rhc9759,rhc9759,1
rhc97590,rhc113069,5
rhc97591,rhc97591,1
rhc97592,rhc55640,5
rhc97593,rhc72075,2
rhc97594,rhc97594,1
rhc97595,rhc97595,1
rhc97596,rhc74095,3
rhc97597,rhc58484,3
rhc97598,rhc109412,3
rhc97599,rhc55745,5
rhc976,rhc976,1
rhc9760,rhc9760,1
rhc97600,rhc97600,1
rhc97601,rhc112494,4
rhc97602,obpdef2-545-19000911,2
rhc97603,rhc113397,4
rhc97604,rhc97604,1
rhc97605,rhc97605,1
rhc97606,rhc105094,2
rhc97607,rhc97607,1
rhc97608,rhc63719,2
rhc97609,rhc77278,2
rhc9761,rhc9761,1
rhc97610,rhc108000,5
rhc97611,rhc97611,1
rhc97612,rhc105894,4
rhc97613,rhc111429,6
rhc97614,rhc97614,1
rhc97615,rhc80439,2
rhc97616,rhc97616,1
rhc97617,rhc97617,1
rhc97618,rhc86993,2
rhc97619,rhc119748,3
rhc9762,rhc9762,1
rhc97620,rhc93123,2
rhc97621,rhc97621,1
rhc97622,rhc114620,4
rhc97623,rhc88116,2
rhc97624,rhc65275,4
rhc97625,rhc89461,2
rhc97626,obpdef1-381-19020505,2
rhc97627,rhc97627,1
rhc97628,obpdef1-327-19030330,1
rhc97629,rhc97629,1
rhc9763,obpdef1-809-18850914,1
rhc97630,rhc97630,1
rhc97631,rhc131031,2
rhc97632,rhc97632,1
rhc97633,rhc120030,2
rhc97634,rhc119407,2
rhc97635,obpdef1-761-18840623,1
rhc97636,obpdef3-22-19071119,3
rhc97637,rhc97637,1
rhc97638,obpdef1-6-19100308,1
rhc97639,rhc108586,4
rhc9764,rhc9764,1
rhc97640,rhc85744,2
rhc97641,rhc97641,1
rhc97642,rhc97642,1
rhc97643,rhc97643,1
rhc97644,rhc105840,4
rhc97645,rhc97645,1
rhc97646,obpdef1-23-19100718,1
rhc97647,rhc97647,1
rhc97648,rhc97648,1
rhc97649,rhc102921,6
rhc9765,rhc9765,1
rhc97650,rhc103596,3
rhc97651,rhc113413,2
rhc97652,rhc117358,4
rhc97653,rhc47346,5
rhc97654,rhc77974,2
rhc97655,rhc59307,3
rhc97656,rhc124203,5
rhc97657,rhc109315,4
rhc97658,rhc104909,4
rhc97659,rhc117326,5
rhc9766,rhc9766,1
rhc97660,rhc107287,6
rhc97661,rhc97661,1
rhc97662,rhc80494,3
rhc97663,rhc86419,2
rhc97664,rhc105109,5
rhc97665,rhc85597,2
rhc97666,rhc49494,2
rhc97667,rhc105922,6
rhc97668,rhc84719,2
rhc97669,rhc103397,4
rhc9767,rhc20884,2
rhc97670,rhc91903,2
rhc97671,rhc97671,1
rhc97672,rhc115958,6
rhc97673,rhc103692,3
rhc97674,rhc115894,3
rhc97675,rhc84305,2
rhc97676,rhc106267,3
rhc97677,rhc87261,2
rhc97678,rhc97678,1
rhc97679,rhc97679,1
rhc9768,rhc9768,1
rhc97680,rhc97680,1
rhc97681,rhc97681,1
rhc97682,rhc97682,1
rhc97683,rhc109108,5
rhc97684,rhc97684,1
rhc97685,rhc109146,2
rhc97686,rhc97686,1
rhc97687,rhc97687,1
rhc97688,rhc118666,3
rhc97689,rhc97689,1
rhc9769,rhc9769,1
rhc97690,rhc97690,1
rhc97691,rhc97691,1
rhc97692,rhc113531,2
rhc97693,rhc97693,1
rhc97694,rhc97694,1
rhc97695,rhc97695,1
rhc97696,rhc104988,6
rhc97697,rhc110419,5
rhc97698,rhc97698,1
rhc97699,rhc97699,1
rhc977,rhc977,1
rhc9770,rhc20887,2
rhc97700,rhc132823,2
rhc97701,rhc97701,1
rhc97702,rhc105684,2
rhc97703,rhc97703,1
rhc97704,rhc97704,1
rhc97705,rhc97705,1
rhc97706,rhc97706,1
rhc97707,rhc112262,7
rhc97708,rhc108164,3
rhc97709,rhc121510,3
rhc9771,rhc9771,1
rhc97710,rhc97710,1
rhc97711,rhc73686,2
rhc97712,rhc107226,2
rhc97713,rhc75328,2
rhc97714,rhc71641,3
rhc97715,rhc118644,5
rhc97716,rhc97716,1
rhc97717,rhc97717,1
rhc97718,rhc114538,4
rhc97719,rhc123713,6
rhc9772,rhc9772,1
rhc97720,rhc97720,1
rhc97721,rhc74640,2
rhc97722,rhc104858,3
rhc97723,rhc97723,1
rhc97724,rhc90143,2
rhc97725,rhc102051,8
rhc97726,rhc97726,1
rhc97727,rhc112826,3
rhc97728,rhc97728,1
rhc97729,rhc97729,1
rhc9773,rhc9773,1
rhc97730,rhc97730,1
rhc97731,rhc97731,1
rhc97732,rhc115952,6
rhc97733,rhc97733,1
rhc97734,rhc119868,4
rhc97735,rhc74677,2
rhc97736,rhc97736,1
rhc97737,rhc66489,2
rhc97738,rhc72623,2
rhc97739,rhc106191,5
rhc9774,rhc9774,1
rhc97740,rhc97740,1
rhc97741,rhc97741,1
rhc97742,rhc72435,2
rhc97743,rhc120400,5
rhc97744,rhc97744,1
rhc97745,rhc63256,2
rhc97746,rhc97746,1
rhc97747,rhc97747,1
rhc97748,rhc97748,1
rhc97749,rhc118380,3
rhc9775,rhc9775,1
rhc97750,rhc106919,7
rhc97751,rhc108589,2
rhc97752,rhc111316,4
rhc97753,rhc101456,3
rhc97754,rhc110417,4
rhc97755,rhc110828,5
rhc97756,rhc82575,2
rhc97757,rhc97757,1
rhc97758,rhc97758,1
rhc97759,rhc97759,2
rhc9776,rhc14094,2
rhc97760,rhc97760,1
rhc97761,rhc97761,1
rhc97762,rhc97762,1
rhc97763,rhc97763,1
rhc97764,rhc97764,1
rhc97765,obpdef5-53-19111205,1
rhc97766,rhc97766,1
rhc97767,rhc105749,2
rhc97768,rhc97768,1
rhc97769,rhc97769,1
rhc9777,rhc9777,1
rhc97770,rhc97770,1
rhc97771,obpdef2-703-18920725,4
rhc97772,rhc83552,2
rhc97773,rhc97773,1
rhc97774,rhc101917,8
rhc97775,rhc123626,4
rhc97776,rhc97776,1
rhc97777,rhc59730,3
rhc97778,rhc69178,2
rhc97779,obpdef1-611-19050724,2
rhc9778,rhc9778,1
rhc97780,rhc118774,3
rhc97781,rhc75058,2
rhc97782,rhc83056,3
rhc97783,rhc97783,1
rhc97784,rhc103683,5
rhc97785,rhc82334,4
rhc97786,rhc102345,3
rhc97787,rhc124869,4
rhc97788,rhc89589,2
rhc97789,rhc109391,3
rhc9779,rhc9779,1
rhc97790,rhc107768,3
rhc97791,rhc101907,6
rhc97792,rhc97792,1
rhc97793,rhc97793,1
rhc97794,rhc75450,2
rhc97795,rhc89009,2
rhc97796,rhc97796,1
rhc97797,rhc97797,1
rhc97798,rhc97798,1
rhc97799,rhc107410,4
rhc978,obpdef1-863-18870912,1
rhc9780,rhc9780,1
rhc97800,rhc106101,2
rhc97801,rhc97801,1
rhc97802,rhc97802,1
rhc97803,rhc97803,1
rhc97804,rhc104075,2
rhc97805,rhc97805,1
rhc97806,rhc101147,3
rhc97807,rhc97807,1
rhc97808,rhc97808,1
rhc97809,rhc105143,2
rhc9781,rhc9781,1
rhc97810,rhc97810,1
rhc97811,rhc100899,4
rhc97812,rhc97812,1
rhc97813,rhc97813,1
rhc97814,rhc114119,2
rhc97815,rhc97815,1
rhc97816,rhc97816,1
rhc97817,rhc97817,1
rhc97818,rhc97818,1
rhc97819,rhc97819,1
rhc9782,rhc9782,1
rhc97820,rhc52305,4
rhc97821,obpdef1-378-19010513,4
rhc97822,rhc109642,8
rhc97823,rhc97823,1
rhc97824,rhc118558,4
rhc97825,rhc97825,1
rhc97826,rhc97826,1
rhc97827,rhc97827,1
rhc97828,rhc110367,2
rhc97829,rhc106698,2
rhc9783,rhc9783,1
rhc97830,rhc103501,2
rhc97831,rhc100807,5
rhc97832,rhc100808,6
rhc97833,rhc97833,1
rhc97834,rhc100806,7
rhc97835,rhc107358,2
rhc97836,rhc100809,5
rhc97837,rhc97837,1
rhc97838,rhc97838,1
rhc97839,rhc97839,1
rhc9784,rhc9784,1
rhc97840,rhc97840,1
rhc97841,rhc117560,2
rhc97842,rhc97842,1
rhc97843,rhc97843,1
rhc97844,rhc100879,5
rhc97845,rhc110317,3
rhc97846,rhc97846,1
rhc97847,rhc97847,1
rhc97848,obpdef1-89-19060911,4
rhc97849,obpdef1-18-19081020,1
rhc9785,rhc9785,1
rhc97850,obpdef1-34-19081020,1
rhc97851,obpdef2-21-19081020,1
rhc97852,rhc109267,2
rhc97853,rhc83764,2
rhc97854,rhc103445,3
rhc97855,rhc107744,3
rhc97856,rhc105719,3
rhc97857,rhc105948,5
rhc97858,rhc129273,2
rhc97859,rhc79007,2
rhc9786,rhc9786,1
rhc97860,rhc42863,2
rhc97861,rhc110556,7
rhc97862,rhc100433,5
rhc97863,rhc131729,6
rhc97864,rhc58940,3
rhc97865,rhc97865,1
rhc97866,rhc120003,3
rhc97867,rhc97867,1
rhc97868,rhc97868,1
rhc97869,rhc102092,6
rhc9787,rhc9787,1
rhc97870,rhc97870,1
rhc97871,rhc57075,4
rhc97872,rhc107569,11
rhc97873,rhc128905,2
rhc97874,rhc97874,1
rhc97875,rhc119591,8
rhc97876,rhc104669,2
rhc97877,rhc104354,6
rhc97878,rhc97878,1
rhc97879,rhc107836,4
rhc9788,rhc9788,1
rhc97880,rhc110588,2
rhc97881,rhc56480,5
rhc97882,rhc97882,1
rhc97883,rhc97883,1
rhc97884,rhc119047,2
rhc97885,rhc121485,2
rhc97886,rhc101682,6
rhc97887,rhc54642,4
rhc97888,rhc104596,2
rhc97889,rhc120589,6
rhc9789,rhc9789,1
rhc97890,rhc110319,9
rhc97891,rhc102897,7
rhc97892,rhc41830,6
rhc97893,rhc103009,2
rhc97894,rhc115723,4
rhc97895,rhc97895,1
rhc97896,rhc48375,2
rhc97897,obpdef1-486-18930501,1
rhc97898,rhc59543,2
rhc97899,rhc97899,1
rhc979,rhc979,1
rhc9790,rhc9790,1
rhc97900,rhc107488,5
rhc97901,rhc106923,10
rhc97902,rhc85388,2
rhc97903,obpdef2-760-18930911,2
rhc97904,rhc86194,2
rhc97905,rhc75239,3
rhc97906,rhc97906,1
rhc97907,rhc97907,1
rhc97908,rhc97908,1
rhc97909,rhc116987,5
rhc9791,rhc9791,1
rhc97910,rhc108940,4
rhc97911,rhc105896,2
rhc97912,rhc117843,2
rhc97913,rhc104248,5
rhc97914,rhc97914,1
rhc97915,rhc113249,2
rhc97916,rhc97916,1
rhc97917,rhc105838,3
rhc97918,rhc97918,1
rhc97919,rhc97919,1
rhc9792,rhc28346,2
rhc97920,rhc88823,2
rhc97921,rhc54334,2
rhc97922,rhc114996,6
rhc97923,obpdef2-10-19110425,8
rhc97924,rhc59234,2
rhc97925,rhc59803,3
rhc97926,rhc103172,2
rhc97927,rhc104615,5
rhc97928,rhc107707,4
rhc97929,rhc97929,1
rhc9793,rhc9793,1
rhc97930,rhc104917,5
rhc97931,rhc81911,4
rhc97932,rhc81916,3
rhc97933,rhc97933,1
rhc97934,rhc86013,2
rhc97935,rhc111948,2
rhc97936,rhc109590,4
rhc97937,rhc104283,3
rhc97938,rhc115091,5
rhc97939,rhc92664,2
rhc9794,rhc9794,1
rhc97940,rhc38136,5
rhc97941,rhc51441,4
rhc97942,rhc105925,9
rhc97943,rhc114475,5
rhc97944,rhc106461,9
rhc97945,rhc97945,1
rhc97946,rhc120517,2
rhc97947,rhc97947,1
rhc97948,rhc110234,5
rhc97949,rhc107619,5
rhc9795,obpdef1-594-18640606,1
rhc97950,rhc104984,4
rhc97951,rhc97951,1
rhc97952,rhc97952,1
rhc97953,rhc97953,1
rhc97954,rhc97954,1
rhc97955,rhc103406,2
rhc97956,rhc118431,5
rhc97957,rhc102625,7
rhc97958,rhc97958,1
rhc97959,rhc97959,1
rhc9796,obpdef1-718-18900908,1
rhc97960,rhc124485,2
rhc97961,rhc103084,2
rhc97962,rhc106074,2
rhc97963,rhc97963,1
rhc97964,rhc97964,1
rhc97965,rhc97965,1
rhc97966,rhc97966,1
rhc97967,rhc97967,1
rhc97968,obpdef1-179-18930109,1
rhc97969,rhc97969,1
rhc9797,rhc9797,1
rhc97970,rhc107314,7
